_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
325202,3366499,23000514,99,2023-01-01T17:00:00,"1900 Block Sarah ST Pittsburgh, PA 15203",Y,South Side Flats,3,NA,9999 Miscellaneous Report (No Crime),1702,3,3,-79.97919549645087,40.42775225512057
325203,3366500,23000515,3,2023-01-01T17:14:00,"Paulson AV & Mayflower ST Pittsburgh, PA 15206",N,Larimer,5,ROBBERY/HIGHWAY/STRONGARM,2702 Aggravated Assault. / 2707 Propulsion of Missiles  / 3701 Robbery.,1208,9,2,-79.91380700541787,40.46235847634643
325204,3366504,23000517,3,2023-01-01T17:15:00,"500 Block East Ohio ST Pittsburgh, PA 15212",N,East Allegheny,1,ROBBERY/HIGHWAY/STRONGARM,3701 Robbery.,2304,1,1,-80.00057227399749,40.4535002610431
325205,3366505,23000519,11,2023-01-01T15:00:00,"1100 Block Linden PL Pittsburgh, PA 15212",N,East Allegheny,1,CREDIT CARDS,4106 Access Device Fraud,2304,1,1,-80.00050895896241,40.45672353463842
325206,3366506,23000522,5,2023-01-01T14:15:00,"2300 Block Cobden ST Pittsburgh, PA 15203",Y,South Side Slopes,3,BURGLARY/NO FORCE/RES,3502 Burglary. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,1608,3,3,-79.97335856755396,40.420285168815916
325207,3366508,23000529,99,2023-01-01T17:00:00,"1100 Block Arlington AV Pittsburgh, PA 15203",N,Allentown,3,NA,3742 Accidents Involving Death or Personal Injury,1803,3,5,-79.99126831191943,40.42253058462703
325208,3366510,23000536,6,2023-01-01T18:00:00,"2300 Block Spokane AV Pittsburgh, PA 15210",Y,Carrick,3,THEFT/ALL OTHERS,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2904,4,3,-79.98939524323721,40.388147516433214
325209,3366511,23000537,21,2023-01-01T18:16:00,"Saw Mill Run Blvd RAMP & Liberty TUN Pittsburgh, PA 15226",Y,Mount Washington,3,DRIVING UNDER INFLUENCE,1786 Required Financial Responsibility. / 3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,1915,,,,
325210,3366512,23000549,15,2023-01-02T15:00:00,"300 Block N Winebiddle ST Pittsburgh, PA 15224",N,Garfield,5,WEAPONS-CARRY/POS-OTHER,9489 Found Property / 8106 Shots Fired,1017,,,-79.93912301147833,40.33294574502019
325211,3366513,23000552,26,2023-01-01T18:20:00,"300 Block E Agnew AV Pittsburgh, PA 15210",N,Carrick,3,PROTECTIVE ORDERS,9093 Indirect Criminal Contempt,2902,4,3,-79.9823629412338,40.3963535687056
325212,3366514,23000553,99,2023-01-01T17:27:00,"2500 Block Mission ST Pittsburgh, PA 15203",Y,South Side Slopes,3,NA,9498 302 (Mental),1608,3,3,-79.97206592595883,40.42282639161343
325213,3366515,23000558,26,2023-01-01T20:30:00,"5th AV & Penn AV Pittsburgh, PA 15208",Y,Larimer,5,ALL OTHER OFFENSES(EXPT TRAFF),1786 Required Financial Responsibility. / 627.02(b)(i) Possessing a small amount of marijuana,1208,9,3,-79.9124269106995,40.45404526751021
325214,3366516,23000559,14,2023-01-01T19:28:00,"200 Block Cheston ST Pittsburgh, PA 15227",Y,Carrick,3,CRIMINAL MISCHIEF,3304 Criminal Mischief.,2904,,,-79.97482458290655,40.388412187968996
325215,3366517,23000563,99,2023-01-01T21:29:00,"100 Block Liberty TUN Pittsburgh, PA 15203",Y,South Side Slopes,3,NA,9501 Bench Warrant,1706,,,,
325216,3366518,23000567,26,2023-01-01T00:30:00,"5400 Block Natrona WY Pittsburgh, PA 15201",Y,Upper Lawrenceville,2,HARRASSMENT-OTHER,2709(a) Harassment.,1011,7,2,-79.94995431273753,40.4820600309498
325217,3366519,23000576,99,2023-01-01T20:30:00,"6800 Block Frankstown AV Pittsburgh, PA 15208",Y,Homewood West,5,NA,9496 Dead on Arrival (DOA),1207,9,2,-79.90598513735178,40.45812232959464
325218,3366520,23000581,99,2023-01-01T20:50:00,"7th St BRDG & Fort Duquesne BL Pittsburgh, PA 15222",Y,North Shore,1,NA,9497 Aided Case,2205,,,,
325219,3366521,23000582,99,2023-01-01T20:15:00,"5700 Block Penn AV Pittsburgh, PA 15206",Y,East Liberty,5,NA,9504 Lost Property,1115,9,2,-79.92880337912226,40.46258152291494
325220,3366523,23000584,11,2023-01-01T20:50:00,"800 Block Dunster ST Pittsburgh, PA 15226",N,Brookline,6,CREDIT CARDS,4106 Access Device Fraud,1917,,,,
325221,3366525,23000587,99,2023-01-01T21:00:00,"200 Block North Shore DR Pittsburgh, PA 15212",N,North Shore,1,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2205,1,1,-80.00888146282932,40.45523228138285
325222,3366526,23000593,26,2023-01-01T21:15:00,"1400 Block Methyl ST Pittsburgh, PA 15216",Y,Beechview,6,LOITERING PROWLING AT NIGHT,5506 Loitering and Prowling at Night,1916,4,5,-80.02602540938284,40.414221346143144
325223,3366527,23000594,99,2023-01-01T21:20:00,"7600 Block Susquehanna ST Pittsburgh, PA 15221",N,Homewood South,5,NA,9123 Miscellaneous Fire Other Investigation to Continue,1304,9,2,-79.89217441416599,40.45114379997559
325224,3366529,23000597,15,2023-01-01T21:19:00,"Riverview AV Pittsburgh, PA 15214",Y,Perry North,1,CONVICT NOT TO OWN/MAN/USE/SELL FIREARMS,"6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 6110 Persons to Whom Delivery Shall not be Made. / 3323 Stop Signs and Yield Signs. / 607.03 Discharging Firearm or Airgun",2602,1,1,-80.01822533612228,40.48273359776733
325225,3366531,23000608,99,2023-01-01T22:31:00,"7200 Block Lemington AV Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,NA,9994 PFA Service,1202,9,2,-79.89372207439087,40.46694486586429
325226,3366532,23000614,99,2023-01-01T22:51:00,"Forbes AV & S Braddock AV Pittsburgh, PA 15221",Y,Point Breeze,4,NA,9498 302 (Mental),1406,9,3,-79.89764514728714,40.43966924903601
325227,3366533,23000618,6,2023-01-01T22:58:00,"2100 Block Brownsville RD Pittsburgh, PA 15210",Y,Carrick,3,THEFT/ALL OTHERS,3921 Theft by Unlawful Taking or Disposition.,2902,4,3,-79.98652355354913,40.3931998334253
325228,3366534,23000630,10,2023-01-02T00:13:00,"300 Block Kennedy AV Pittsburgh, PA 15214",Y,Perry South,1,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,2615,1,1,-80.01366991829464,40.474265101859885
325229,3366538,23000632,26,2023-01-01T23:30:00,"7100 Block Hermitage ST Pittsburgh, PA 15208",Y,Homewood North,5,UNAUTHORIZED USE VEHICLE/AUTO,3928 Unauthorized Use of Automobile and Other Vehicles.,1302,9,2,-79.897505025281,40.46071875638828
325230,3366540,23000634,7,2023-01-01T23:20:00,"300 Block Cedar AV Pittsburgh, PA 15212",N,East Allegheny,1,MTR VEH THEFT (AUTO),3921(a) Theft by Unlawful Taking or Disposition - Movable item,2304,1,1,-80.0009078039902,40.450893559943644
325231,3366543,23000807,99,2023-01-02T10:53:00,"2000 Block Centre AV Pittsburgh, PA 15219",Y,Crawford-Roberts,2,NA,9994 PFA Service,305,6,3,-79.97998240539275,40.44358891030736
325232,3366544,23000808,99,2023-01-02T11:56:00,"2000 Block Centre AV Pittsburgh, PA 15219",Y,Crawford-Roberts,2,NA,9994 PFA Service,305,6,3,-79.97998240539275,40.44358891030736
325233,3366549,23000810,14,2023-01-02T12:20:00,"7200 Block Mt. Vernon ST Pittsburgh, PA 15208",Y,Homewood North,5,CRIMINAL MISCHIEF (AUTO),3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1302,9,2,-79.89440108300467,40.46119407835219
325234,3366550,23000812,15,2023-01-02T13:15:00,"800 Block S Braddock AV Pittsburgh, PA 15221",Y,Regent Square,4,CONVICT NOT TO OWN/MAN/USE/SELL FIREARMS,"907 Possessing Instruments of Crime. / 5121 Escape. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6106 Firearms not to be Carried without a License. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(31) Marijuana: Possession Small Amount",1410,5,3,-79.89662271174372,40.43664164366188
325235,3366559,23000816,10,2023-01-02T13:15:00,"3000 Block Stayton ST Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,2715,1,1,-80.02813708321597,40.47200948517659
325236,3366579,23000818,6,2023-01-02T13:01:00,"1600 Block Bedford AV Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT/ALL OTHERS,3921(a) Theft by Unlawful Taking or Disposition - Movable item,305,6,3,-79.98727704461125,40.444468874619474
325237,3366580,23000825,10,2023-01-02T13:29:00,"1400 Block Amanda ST Pittsburgh, PA 15210",Y,Carrick,3,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2902,4,3,-79.98849843646748,40.40223558390776
325238,3366582,23000834,6,2023-01-02T12:00:00,"200 Block Meyran AV Pittsburgh, PA 15213",N,Central Oakland,4,"THEFT M.V. PARTS,ACCESSORIES",3304 Criminal Mischief. / 3934 Theft from Vehicle,405,3,3,-79.95822523895357,40.440309406601
325239,3366584,23000835,6,2023-01-02T14:09:00,"200 Block E Meyers ST Pittsburgh, PA 15210",N,Carrick,3,THEFT/ALL OTHERS,2709 Harassment (Non-Specific) / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,2902,4,3,-79.98580002462104,40.400279885546524
325240,3366585,23001592,99,2023-01-03T23:14:00,"7200 Block Susquehanna ST Pittsburgh, PA 15208",Y,Homewood South,5,NA,9999 Miscellaneous Report (No Crime),1303,,,,
325241,3366588,23001606,14,2023-01-03T23:30:00,"Market ST & 1st AV Pittsburgh, PA 15222",N,Central Business District,2,CRIMINAL MISCHIEF (AUTO),3304 Criminal Mischief.,201,6,6,-80.00402429991459,40.43854796347694
325242,3366589,23001615,6,2023-01-04T00:05:00,"2100 Block Mary ST Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3304 Criminal Mischief.,1609,,,,
325244,3366591,23000841,99,2023-01-02T14:12:00,"6400 Block Apple AV Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1203,,,,
325245,3366593,23000850,99,2023-01-02T14:37:00,"400 Block Bailey AV Pittsburgh, PA 15211",N,Mount Washington,3,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1807,3,5,-79.99982070269678,40.42669473124323
325246,3366594,23001617,3,2023-01-04T00:30:00,"Middle ST & East Ohio ST Pittsburgh, PA 15212",N,East Allegheny,1,ROBBERY/HIGHWAY/OTHER,2702 Aggravated Assault. / 3701 Robbery.,2304,1,1,-79.99916240820835,40.45376016685004
325247,3366595,23000856,99,2023-01-02T14:20:00,"500 Block Indus ST Pittsburgh, PA 15207",Y,Hazelwood,4,NA,9999 Miscellaneous Report (No Crime),1515,,,,
325248,3366596,23000861,18,2023-01-02T15:02:00,"Collier ST & Fielding WY Pittsburgh, PA 15208",Y,Homewood North,5,MARIJUANA-POSSESS,3323 Stop Signs and Yield Signs. / 627.02(b)(i) Possessing a small amount of marijuana,1302,9,2,-79.8914698420801,40.45751485961483
325249,3366597,23000870,3,2023-01-02T15:25:00,"400 Block N Highland AV Pittsburgh, PA 15206",N,East Liberty,5,ROBBERY CHAIN STORE /STRONGARM,3929 Retail Theft.,1115,9,2,-79.92217494469345,40.46516578481274
325251,3366600,23001624,3,2023-01-04T00:47:00,"2100 Block Rockledge ST Pittsburgh, PA 15212",Y,Spring Hill-City View,1,ROBBERY/RESIDENCE/STRONGARM,2701 Simple Assault. / 2706 Terroristic Threats. / 3304 Criminal Mischief. / 3701 Robbery. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2620,1,1,-79.98992679550486,40.46738316488877
325252,3366602,23000876,6,2023-01-02T15:40:00,"7200 Block Kelly ST Pittsburgh, PA 15208",N,Homewood South,5,THEFT FROM AUTO,3934 Theft from Vehicle,1303,9,2,-79.8969956274934,40.45551864991557
325253,3366606,23001628,99,2023-01-04T00:10:00,"1200 Block Woods Run RD Pittsburgh, PA 15212",Y,Brighton Heights,1,NA,9998 Overdose Other,2703,,,-79.88366518652025,40.44535288918639
325255,3366608,23001629,99,2023-01-04T01:06:00,"500 Block Beaver AV Aliquippa, PA 15001",N,Outside City,OSC,NA,9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,,
325256,3366612,23000884,7,2023-01-02T10:00:00,"3200 Block Orleans ST Pittsburgh, PA 15214",N,Perry North,1,MTR VEH THEFT (AUTO),3921(a) Theft by Unlawful Taking or Disposition - Movable item,2607,1,1,-80.01086895042314,40.478920629268195
325257,3366613,23001646,5,2023-01-04T02:30:00,"1100 Block Premier ST Pittsburgh, PA 15201",Y,Stanton Heights,5,BURGLARY/FORCE ENT/RES,3304 Criminal Mischief. / 3502 Burglary. / 3503 Criminal Trespass,1018,7,2,-79.94004048442173,40.48325914375627
325258,3366624,23001650,4,2023-01-04T01:59:00,"2100 Block West Liberty AV Pittsburgh, PA 15226",N,Beechview,6,AGG ASSAULT/OTHER/INJURY,2702 Aggravated Assault.,1920,4,5,-80.02088310688328,40.40277454378022
325259,3366625,23000885,6,2023-01-02T15:03:00,"200 Block Shiloh ST Pittsburgh, PA 15211",N,Mount Washington,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1914,2,5,-80.00757555319709,40.430727111159555
325260,3366626,23001667,99,2023-01-04T02:40:00,"5TH AV & Vine ST Pittsburgh, PA 15219",Y,Bluff,2,NA,9998 Overdose Other,103,6,3,-79.98408931687635,40.43850605394631
325261,3366627,23000887,6,2023-01-02T14:45:00,"3100 Block Banksville RD Pittsburgh, PA 15216",N,Banksville,6,THEFT FROM BUILDING,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2023,2,5,-80.04345423514768,40.401077251751566
325262,3366628,23001683,99,2023-01-04T04:06:00,"500 Block Penn AV Pittsburgh, PA 15222",Y,Central Business District,2,NA,9998 Overdose Other,201,7,2,-79.94358208695107,40.464893357809025
325263,3366630,23000892,99,2023-01-02T16:05:00,"2100 Block Brownsville RD Pittsburgh, PA 15210",Y,Carrick,3,NA,9994 PFA Service,2902,4,3,-79.98652355354913,40.3931998334253
325264,3366631,23001688,99,2023-01-04T04:45:00,"Diamond ST & 5th AV Pittsburgh, PA 15219",Y,Bluff,2,NA,9998 Overdose Other,103,6,6,-79.99243731970553,40.43887705344949
325265,3366633,23001690,99,2023-01-04T04:36:00,"Montour WY & Strawberry WY Pittsburgh, PA 15219",Y,Central Business District,2,NA,9999 Miscellaneous Report (No Crime),201,6,6,-79.99677987698954,40.44196420241425
325266,3366635,23001697,99,2023-01-04T05:30:00,"Massachusetts AV & Termon AV Pittsburgh, PA 15212",Y,Brighton Heights,1,NA,9998 Overdose Other,2701,1,1,-80.04095116244751,40.48209340484048
325267,3366636,23001698,6,2023-01-04T05:38:00,"300 Block N Dithridge ST Pittsburgh, PA 15213",N,North Oakland,4,THEFT FROM AUTO,3304 Criminal Mischief. / 3934 Theft from Vehicle,507,6,3,-79.95384881540078,40.451709417604974
325269,3366638,23001700,99,2023-01-04T05:58:00,"100 Block Parkfield ST Pittsburgh, PA 15210",Y,Carrick,3,NA,9012 Non-Violent Domestic / 9090 Recovered Firearm,2904,4,3,-79.98736813923108,40.39130628418919
325270,3366643,23001701,99,2023-01-04T05:54:00,"Pioneer AV & Kenilworth ST Pittsburgh, PA 15226",Y,Brookline,6,NA,9999 Miscellaneous Report (No Crime),1918,4,5,-80.0285062216873,40.39453191765212
325271,3366644,23000895,6,2023-01-02T16:28:00,"300 Block Arabella ST Pittsburgh, PA 15210",N,Knoxville,3,THEFT FROM AUTO,3934 Theft from Vehicle,3001,3,5,-79.9930701306447,40.41217336128542
325272,3366645,23001706,99,2023-01-04T06:12:00,"600 Block 2nd AV Pittsburgh, PA 15219",Y,Central Business District,2,NA,9998 Overdose Other,201,6,6,-79.99631187502085,40.43626430591034
325273,3366646,23001715,99,2023-01-04T06:48:00,"600 Block Bigelow ST Pittsburgh, PA 15207",Y,Greenfield,4,NA,9496 Dead on Arrival (DOA),1517,5,3,-79.9359888201433,40.41939922805854
325274,3366647,23001718,6,2023-01-04T07:15:00,"100 Block S 26th ST Pittsburgh, PA 15203",N,South Side Flats,3,THEFT FROM AUTO,3304 Criminal Mischief. / 3934 Theft from Vehicle,1609,3,3,-79.96910613356309,40.426323038597566
325276,3366651,23001722,6,2023-01-04T07:20:00,"1600 Block Penn AV Pittsburgh, PA 15222",N,Strip District,2,THEFT FROM AUTO,3934 Theft from Vehicle,203,7,6,-79.98748577492877,40.44884784656972
325277,3366655,23001724,99,2023-01-04T07:00:00,"600 Block Grant ST Pittsburgh, PA 15219",N,Central Business District,2,NA,3743 Accidents Involving Damage to Attended Veh. or Property,201,6,6,-79.9948560626431,40.441362967426706
325278,3366656,23001726,99,2023-01-04T07:35:00,"600 Block Watt ST Pittsburgh, PA 15219",Y,Middle Hill,2,NA,9998 Overdose Other,501,,,,
325279,3366657,23000909,6,2023-01-02T02:00:00,"5100 Block Butler ST Pittsburgh, PA 15201",N,Upper Lawrenceville,2,THEFT FROM BUILDING,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1011,7,2,-79.95543681939647,40.478373271004834
325280,3366658,23001732,99,2023-01-04T08:00:00,"1500 Block Shire PL Pittsburgh, PA 15226",N,Brookline,6,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1918,,,,
325281,3366660,23001734,99,2023-01-04T07:55:00,"900 Block Penn AV Pittsburgh, PA 15222",Y,Central Business District,2,NA,9998 Overdose Other,201,6,6,-79.9980468769971,40.44361867005384
325282,3366661,23001754,99,2023-01-04T08:40:00,"100 Block Brahm ST Pittsburgh, PA 15212",N,Spring Hill-City View,1,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2620,1,1,-79.99842772632744,40.46455491450754
325283,3366662,23001761,99,2023-01-02T07:40:00,"4900 Block Cypress ST Pittsburgh, PA 15224",N,Bloomfield,5,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,804,7,2,-79.94707086001272,40.45873004851597
325284,3366663,23001769,6,2023-01-04T07:00:00,"1200 Block Duffield ST Pittsburgh, PA 15206",N,Stanton Heights,5,THEFT FROM AUTO,3934 Theft from Vehicle,1018,7,2,-79.93146936241455,40.47979183138767
325285,3366665,23001774,14,2023-01-23T12:10:00,"1700 Block E Carson ST Pittsburgh, PA 15203",Y,South Side Flats,3,CRIMINAL MISCHIEF (AUTO),3304 Criminal Mischief.,1702,3,3,-79.98187231372171,40.42859317552536
325286,3366666,23001775,6,2023-01-04T09:30:00,"700 Block Spice ST Pittsburgh, PA 15214",N,Perry North,1,THEFT FROM AUTO,3934 Theft from Vehicle,2602,1,1,-80.02661125466804,40.49351947508311
325287,3366667,23001797,99,2023-01-04T10:37:00,"100 Block Robinson ST Pittsburgh, PA 15213",Y,West Oakland,4,NA,9999 Miscellaneous Report (No Crime),402,6,3,-79.96544804675958,40.4387635619748
325288,3366669,23001800,20,2023-01-04T10:00:00,"2400 Block Chauncey DR Pittsburgh, PA 15219",Y,Bedford Dwellings,2,ENDANGER WELFARE OF CHILDREN,"4304(a)(1) Enhanced Endangering Welfare of Children - Course of Conduct / 5532(a)(1) Neglect of Animals - Neglect of Animals, Sustenance/Water, Bodily Injury",509,6,3,-79.97462513578466,40.44984080576868
325289,3366670,23000912,21,2023-01-02T17:00:00,"2800 Block East ST Pittsburgh, PA 15214",Y,Northview Heights,1,DRIVING UNDER INFLUENCE,5503 Disorderly Conduct. / 3802(a)(1) DUI - General Impairment,2609,6,1,-80.0051896258648,40.47467135784532
325290,3366671,23000914,10,2023-01-02T17:00:00,"5500 Block Hays ST Pittsburgh, PA 15206",N,East Liberty,5,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709 Harassment (Non-Specific),1113,9,2,-79.9295980729089,40.47044878207938
325291,3366674,23001810,6,2023-01-04T10:53:00,"5100 Block Penn AV Pittsburgh, PA 15224",Y,Bloomfield,5,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,809,7,2,-79.94273724257951,40.46478280119556
325292,3366675,23001802,99,2023-01-04T10:38:00,"3200 Block Langfitt AV Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,NA,9999 Miscellaneous Report (No Crime),2715,1,1,-80.03650917853658,40.47340065479771
325293,3366676,23001809,6,2023-01-04T10:52:00,"700 Block Anaheim ST Pittsburgh, PA 15219",N,Upper Hill,2,THEFT/ALL OTHERS,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,506,6,3,-79.96316413461422,40.45262553426254
325294,3366677,23000915,99,2023-01-02T17:02:00,"100 Block Liberty TUN Pittsburgh, PA 15210",N,Crawford-Roberts,3,NA,3743 Accidents Involving Damage to Attended Veh. or Property,305,,,,
325296,3366680,23001822,10,2023-01-04T11:20:00,"Frankstown RD & Woods RD Pittsburgh, PA 15221",Y,Outside City,OSC,HARRASSMENT/THREAT/ATTEMPT/PHY,"2701 Simple Assault. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",5599,,,,
325297,3366681,23001826,99,2023-01-03T19:10:00,"1000 Block Arlington AV Pittsburgh, PA 15203",N,Allentown,3,NA,3743 Accidents Involving Damage to Attended Veh. or Property,1803,3,5,-79.98897054961961,40.42439824393966
325298,3366682,23000926,99,2023-01-02T16:42:00,"Mc Kinley ST & Brownsville RD Pittsburgh, PA 15210",Y,Knoxville,3,NA,9501 Bench Warrant,3001,,,-79.99111403203847,40.40875287452999
325299,3366685,23001832,6,2023-01-04T11:05:00,"4400 Block Browns Hill RD Pittsburgh, PA 15217",N,Squirrel Hill South,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1414,,,,
325300,3366686,23000929,99,2023-01-02T13:00:00,"100 Block Merrimac ST Pittsburgh, PA 15211",N,Mount Washington,3,NA,3714 Careless Driving / 3745 Accidents Involving Damage to Unattended Veh.or Prop.,1903,2,5,-80.012954270874,40.43533208630967
325301,3366688,23001060,10,2023-01-03T00:07:00,"3400 Block Webster AV Pittsburgh, PA 15219",Y,Upper Hill,2,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,506,6,3,-79.9616500933705,40.45485487361505
